gene_id,MEF,Naive_CD4T,Naive_CD8T,mESCJ1,DP,Th2,Th2a,RAVCrep1,RAVCrep2
4930407I10Rik,0,0,0.009,0,0.177,0,0,0.016,0.016
Mei1,0,0.014,0,0.297,0.104,0,0,0.056,0.056
Ccdc134,27.778,15.444,5.539,9.439,68.736,34.7,49.324,12.957,12.957
Srebf2,113.652,28.49,11.929,123.081,259.584,115.618,70.927,256.214,256.214
Mir33,0,3.347,0,0,0,0,0,0,0
Shisa8,1.066,0.032,0,1.272,4.597,0.501,0.163,0.166,0.166
Tnfrsf13c,0,0.485,0.815,0.291,1.523,0.237,0.464,1.964,1.964
Cenpm,9.58,0.261,0.216,44.321,39.966,24.846,54.856,18.149,18.149
1500009C09Rik,0,0,0,0.166,0.218,0,0,0,0
Sept3,0.782,0,0.009,5.802,0.088,0.191,0,0,0
Wbp2nl,0,0.044,0,1.921,0,0,0,0,0
Naga,19.255,20.192,9.385,6.327,36.197,28.589,9.867,46.249,46.249
Fam109b,2.587,0.294,0.194,2.306,1.813,0.823,0.322,2.672,2.672
Smdt1,182.323,57.442,41.315,146.863,484.107,462.806,1601.73,241.315,241.315
Ndufa6,128.384,88.05,60.832,126.719,470.919,227.609,612.519,330.95,330.95
Cyp2d22,0.48,3.749,0.856,0.114,6.881,4.076,0.532,1.053,1.053
Cyp2d11,0,0,0,0,0,0,0,0,0
Mir7684,0,0,0,0,0,0,0,0,0
Cyp2d10,0,0,0,0,0,0,0,0,0
Cyp2d9,0,0,0,0,0,0,0,0,0
Cyp2d12,0,0,0,0,0,0,0,0,0
Cyp2d34,0,0,0,0,0,0,0,0,0
Cyp2d13,0,0,0,0,0,0,0,0,0
Cyp2d37-ps,0,0,0,0,0,0,0,0,0
Cyp2d40,0,0,0,0,0,0,0,0,0
Cyp2d26,0.09,0.105,0.025,0,1.764,0,0,0,0
Tcf20,65.553,154.878,64.108,31.472,113.957,25.152,3.01,40.471,40.471
Tbrg3,0.76,2.446,1.128,0,14.135,0.68,0.037,0.019,0.019
Gm20324,3.446,6.984,2.528,1.063,31.581,12.96,20.614,23.877,23.877
Mir3080,0,0,0,0,5.249,0,0,0,0
Nfam1,0.62,0.927,1.142,0.331,2.315,0,0,0.522,0.522
Serhl,13.852,7.138,4.906,3.935,27.906,26.451,59.764,26.83,26.83
Rrp7a,63.269,37.515,14.156,117.247,53.372,60.497,7.562,86.137,86.137
Poldip3,105.77,52.566,22.858,193.772,222.829,74.845,110.658,100.101,100.101
Rnu12,0.986,36.952,122.686,0,2.764,15.066,0,0,0
Cyb5r3,459.237,11.997,5.799,147.199,60.839,72.105,64.476,42.456,42.456
A4galt,0.952,0.053,0,12.44,0,0.208,0,0,0
Arfgap3,34.016,4.698,1.656,6.739,19.639,20.372,15.659,18.641,18.641
1700001L05Rik,1.996,0.385,0.136,17.264,0.76,3.689,0.54,0.299,0.299
Pacsin2,148.542,9.345,2.941,52.951,21.16,38.209,22.728,28.59,28.59
Ttll1,21.255,2.422,0.749,21.246,24.391,13.076,22.326,8.301,8.301
Bik,0.157,0.98,0.694,2.936,4.397,8.628,24.708,4.286,4.286
Mcat,24.616,15.159,7.475,41.917,24.971,21.489,46.585,17.714,17.714
Tspo,190.445,105.695,55.467,20.794,245.106,183.225,471.347,232.773,232.773
Ttll12,77.144,11.057,5.521,68.493,129.123,32.73,22.296,45.228,45.228
Scube1,0.317,0.189,0.108,0.1,1.15,0,0,0,0
Mpped1,0,0,0,0.948,0,0,0,0,0
Efcab6,0,0,0,0.201,0,0,0,0,0
Sult4a1,2.669,0,0.034,47.473,0,0.948,0.124,0.251,0.251
Pnpla5,0,0,0,0.047,0,0,0,0,0
Pnpla3,0.064,0,0.009,2.263,0,0,0,0,0
Mir6392,0,0,0,0,0,0,0,0,0
Samm50,158.366,37.065,31.435,331.103,195.55,181.012,142.62,146.66,146.66
Parvb,31.663,0,0,49.687,0.895,0,0,0.364,0.364
Parvg,0.316,48.95,25.567,0.788,333.692,97.567,102.053,245.316,245.316
1810041L15Rik,0,0,0,0.241,0,0,0,0,0
Ldoc1l,9.258,3.274,2.43,5.97,26.044,2.757,5.464,5.75,5.75
Prr5,42.082,0,0.045,24.358,4.519,8.375,1.125,5.833,5.833
Gm20556,0.239,0,0,0.064,0,0,0,0,0
Arhgap8,0.096,0,0,18.768,0,0,0,0,0
Phf21b,0.476,0.124,0.494,1.783,0.334,0.364,1.029,0.823,0.823
Nup50,57.285,26.054,13.623,101.417,96.043,73.19,59.683,48.861,48.861
5031439G07Rik,95.574,5.749,2.332,15.281,12.607,3.234,7.209,11.409,11.409
Mir1249,0,1.178,0,0,4.231,0,0,0.764,0.764
Upk3a,0,0,0,0,0,0,0,0,0
Fam118a,32.493,15.087,4.339,28.847,10.59,12.254,12.516,18.264,18.264
Smc1b,0.073,0.1,0.071,3.407,0.103,0,0.219,0.037,0.037
Ribc2,0.09,0,0,0.096,0,0,0,0,0
Gm19277,0,0,0,0,0,0,0,0,0
Fbln1,31.225,1.341,0.414,18.653,6.666,2.691,4.215,3.276,3.276
Atxn10,218.451,25.143,13.862,340.357,162.438,66.54,179.273,116.305,116.305
7530416G11Rik,0.51,0,0.564,0,0,0,0,0,0
Wnt7b,0,0,0,5.519,0,0,0,0,0
AU022754,0,0,0,0.027,0,0,0,0,0
Lincppara,0.894,3.141,1.236,0.053,8.633,0.304,0.99,0.201,0.201
Mirlet7c-2,0,0,0,0,0,0,0,0,0
Mirlet7b,0,0,0,0,0,0,0,0,0
Ppara,0.079,0.123,0.038,0.116,0.055,0,0.157,0,0
Cdpf1,17.634,15.459,5.803,15.867,61.196,26.94,90.685,22.802,22.802
Pkdrej,0.272,0,0,0.011,0.235,0.128,0,0,0
Ttc38,4.338,17.178,7.174,2.425,24.762,4.338,18.95,21.911,21.911
Gtse1,92.324,0.872,0.235,174.244,58.17,62.433,41.164,23.748,23.748
Trmu,11.679,16.752,7.076,7.547,38.464,14.571,26.777,7.731,7.731
Celsr1,0.991,10.518,5.281,3.63,39.025,6.749,3.15,43.922,43.922
Gramd4,30.371,65.995,43.001,8.468,38.975,45.331,10.015,107.859,107.859
Cerk,12.008,7.76,6.594,2.332,359.098,10.639,17.517,51.273,51.273
Tbc1d22a,18.554,17.041,8.612,15.533,76.534,18.337,30.416,31.271,31.271
Fam19a5,7.102,0,0,2.419,0,0,0,0.025,0.025
Mir6393,0,0,0,0,0,0,0,0,0
B230214G05Rik,0,0,0,0,0,0,0,0,0
Zdhhc25,0,0,0,0,0.303,0,0,0,0
Brd1,50.77,37.686,18.453,39.964,159.094,53.056,11.598,48.798,48.798
Zbed4,1.872,2.579,1.514,11.056,13.425,5.803,1.153,7.493,7.493
Alg12,15.095,15.934,10.167,5.871,22.694,12.998,24.213,10.138,10.138
Creld2,139.689,12.233,6.656,63.857,63.23,127.909,161.955,32.432,32.432
Pim3,71,12.125,8.368,138.338,41.996,96.414,27.189,18.566,18.566
Ttll8,0,0,0,0,0,0,0,0,0
Mlc1,0,0,0,0.068,0,0,0,0,0
Mov10l1,0,0,0,10.641,0,0,0,0,0
Panx2,0.043,0,0,0.441,0,0,0,0,0
1810021B22Rik,2.262,0.618,0.313,0,0.634,1.382,3.157,0.916,0.916
Trabd,44.268,29.208,15.871,26.293,91.583,90.549,68.11,70.365,70.365
Selo,10.217,15.168,6.342,1.609,34.261,15.513,9.623,15.953,15.953
Tubgcp6,16.012,14.432,6.507,9.961,53.522,16.372,2.501,15.192,15.192
Hdac10,8.313,13.703,3.916,2.193,66.527,17.545,24.642,9.436,9.436
Mapk12,11.819,0.58,0,11.218,0.878,14.11,22.471,0.119,0.119
Mapk11,16.538,25.086,1.574,10.432,4.585,48.308,76.21,7.602,7.602
Plxnb2,263.101,0.026,0.037,15.169,0.311,16.627,4.827,2.675,2.675
Mir7118,0,0,0,0,0,0,0,0,0
Dennd6b,1.444,9.366,4.843,1.201,26.168,6.176,9.211,1.477,1.477
Mir6958,0,0,0,0,5.68,0,4.04,0,0
Ppp6r2,12.2,16.998,5.803,2.588,74.886,13.119,5.571,13.363,13.363
Sbf1,67.877,86.284,41.737,25.394,306.552,54.444,14.869,80.918,80.918
Mir6959,0,0,0.545,0,33.172,0,0,0,0
Adm2,2.514,0,0,1.981,0.371,1.213,0,0,0
Miox,0,0,0,0.378,0.396,0,0,0,0
Lmf2,100.793,11.424,5.967,27.849,123.994,54.282,96.316,57.903,57.903
Ncaph2,69.607,53.282,30.791,126.582,178.361,172.386,120.251,126.372,126.372
Sco2,0,0,0,0,0,0,0,0,0
Tymp,1.745,0.567,0.643,0.583,2.038,3.11,2.029,0.92,0.92
Odf3b,0,0.111,0.354,0.228,8.373,1.738,1.985,2.303,2.303
Klhdc7b,0,0.349,0.112,0,0.228,0,0,0,0
Syce3,0,0,0,3.72,0.75,0.817,0,0.135,0.135
Cpt1b,0.051,0.06,0.057,0.055,0.143,0.156,0.204,0.026,0.026
ChkbCpt1b,0,0,0,0,0,0,0,0,0
Chkb,1.231,0.391,0.085,0.453,4.53,3.527,1.688,0,0
Mapk8ip2,0,0,0,6.17,0.117,0,0.083,0.148,0.148
Arsa,18.348,6.616,3.503,9.948,24.349,8.545,7.097,9.649,9.649
C230037L18Rik,0.339,1.457,0.188,0.091,6.657,0.518,1.353,0.429,0.429
Shank3,5,0,0,4.017,0,0,0,0,0
Acr,0,0,0,0,0,0,0,0,0
Rabl2,8.538,0.035,0.149,11.247,15.618,3.295,12.364,1.774,1.774
Syt10,0,0,0,0,0,0,0,0,0
Alg10b,105.462,13.029,5.179,38.208,69.645,17.585,3.482,30.547,30.547
Mir7648,0,0,0,0,0,0,0,0,0
Cpne8,13.061,0,0,4.855,0,0,0,0,0
Spn-ps,0,0,0,0,0,0,0,0,0
Kif21a,4.009,0,0,2.94,0,0,0,0,0
Abcd2,0.08,0.063,0.052,0.043,0,0,0,0.014,0.014
Slc2a13,13.751,0,0,0.036,0,0,0,0,0
Lrrk2,32.768,0.028,0.055,0.711,0.05,0,0,0.018,0.018
Muc19,0,0,0,0,0,0,0,0,0
Smgc,0,0,0,0,0,0,0,0,0
Cntn1,0.455,0,0,0.09,0,0,0,0,0
Pdzrn4,0.069,0,0,0.037,0.097,0,0,0,0
Gxylt1,37.108,6.018,2.867,12.289,33.761,13.627,5.146,10.379,10.379
Yaf2,55.395,5.48,3.564,9.215,13.237,37.243,47.46,41.946,41.946
Zcrb1,128.59,17.056,14.853,33.234,67.267,147.197,63.915,79.563,79.563
Pphln1,54.793,5.756,3.233,26.853,37.837,19.509,15.567,35.433,35.433
Prickle1,15.318,1.555,0.591,4.144,37.354,0.775,0.794,23.711,23.711
9430014N10Rik,0,0,0,0,5.866,0,0,0.066,0.066
D630010B17Rik,0.276,0.216,0,0,0,0,0,0,0
Adamts20,0.337,0.026,0,0.099,0.047,0.052,0.067,0,0
Pus7l,11.687,7.359,5.112,12.667,14.268,6.666,6.628,7.017,7.017
Irak4,11.263,13.903,6.719,1.485,13.802,16.966,13.995,20.409,20.409
Twf1,153.057,14.546,7.634,87.733,32.357,27.062,31.746,24.094,24.094
Tmem117,5.692,0,0,0.199,0,0,0,0,0
LOC100043315,0,0,0,0,0,0,0,0,0
Nell2,9.526,0,0,1.698,0,0,0,0,0
Dbx2,0.065,0.025,0.018,0.453,0.548,0,0,0.033,0.033
Gm6961,0.277,0.432,0.229,1.774,37.977,0,0.551,0.14,0.14
Ano6,174.483,19.795,7.97,18.992,400.851,26.355,15.338,28.494,28.494
D030018L15Rik,0,0,0,0,0.096,0,0,0,0
Gm4371,0,0.394,0,1.081,1.03,0.281,0,1.72,1.72
2610037D02Rik,0,0.08,0.034,0.044,0.571,0.124,0,0.021,0.021
4833422M21Rik,0,0,0.09,0.174,0.608,0,0,0,0
E330033B04Rik,0.309,1.626,0.548,0.071,6.239,0.808,0.22,0.089,0.089
Arid2,32.932,15.993,6.096,26.943,186.037,25.38,8.395,25.368,25.368
Scaf11,87.009,29.781,14.279,62.498,95.394,79.233,20.238,67.796,67.796
Slc38a1,69.779,10.349,6.185,44.472,138.61,54.674,32.302,58.054,58.054
Slc38a2,187.376,35.369,21.623,266.342,486.232,149.914,60.988,173.235,173.235
Slc38a4,96.841,0,0,178.362,0,0,0,0,0
Amigo2,4.373,29.587,8.309,2.634,1.032,0.563,0.734,10.457,10.457
Pced1b,1.95,41.361,21.191,23.589,6.974,21.161,6.301,75.089,75.089
Rpap3,28.67,9.606,4.126,59.053,39.079,35.199,18.27,33.451,33.451
Endou,0.054,0,0,0.029,1108.467,31.762,0.326,0.633,0.633
Rapgef3,6.289,0.166,0,1.3,143.947,5.894,1.769,0.273,0.273
Slc48a1,136.336,9.44,5.424,12.809,161.525,45.092,96.094,39.47,39.47
Hdac7,113.305,16.588,13.918,3.365,920.998,131.769,92.941,167.163,167.163
Vdr,3.432,0.119,0,0.491,1.428,0.727,2.574,3.988,3.988
Tmem106c,25.424,9.57,3.026,15.774,31.701,27.092,56.101,16.344,16.344
Col2a1,197.012,0,0,2.574,0.404,0,0.115,0.015,0.015
Senp1,27.691,8.3,4.09,32.745,93.101,36.442,19.079,23.403,23.403
Pfkm,21.916,9.595,4.128,71.099,58.167,35.999,35.671,30.004,30.004
Asb8,35.457,13.028,7.199,13.301,42.411,25.992,25.117,26.78,26.78
Ccdc184,0.191,0,0,0.17,0,6.598,0.507,0.707,0.707
Olfr288,0,0,0,0,0,0,0,0,0
Olfr287,0,0,0,0,0,0,0,0,0
Olfr286,0,0,0,0,0,0,0,0,0
H1fnt,0,0,0,0,0,0,0.222,0,0
Zfp641,0.282,0.016,0,0.086,0,0.246,0.08,0,0
Olfr285,0,0,0,0,0,0,0,0,0
Olfr257,0,0,0,0,0,0,0,0,0
Olfr284,0,0,0,0,0,0,0,0,0
Olfr283,0,0,0,0,0,0,0,0,0
1700031M16Rik,0,0,0,0,0,0,0,0,0
Olfr282,0,0,0,0,0,0,0,0,0
Olfr281,0,0,0,0,0,0,0,0,0
Lalba,0,0.236,0,0,1.131,0,0.402,1.021,1.021
Olfr279,0,0,0,0,0,0,0,0,0
Kansl2,7.29,9.412,4.396,45.929,27.284,15.544,6.07,28.092,28.092
Snora34,0,85.628,118.873,1.341,10.542,0,0,1.269,1.269
Mir1291,7.586,6.415,1.398,3.381,3.544,0,0,0.64,0.64
Snora2b,11.887,22.167,46.007,5.651,25.915,4.036,0,3.342,3.342
Ccnt1,36.66,30.183,11.921,29.717,122.201,28.47,5.017,23.402,23.402
9330020H09Rik,1.251,2.409,0.68,0.554,5.443,3.296,2.581,0.808,0.808
4930415O20Rik,1.568,0.51,0,0.559,14.652,0,0,0.264,0.264
Adcy6,63.199,18.984,4.398,2.048,304.326,26.857,9.301,3.603,3.603
Cacnb3,40.185,1.551,0.448,16.268,53.911,25.485,52.629,9.012,9.012
Ddx23,123.54,68.571,28.063,126.257,277.02,115.166,0.21,77.325,77.325
Rnd1,41.835,0.183,0.093,4.956,2.447,1.026,1.071,0.204,0.204
Ccdc65,1.813,0,0,0.969,0.663,0.241,0,0.04,0.04
Fkbp11,79.594,0.941,0,55.141,4.507,8.598,8.015,0.915,0.915
Arf3,233.181,16.769,7.425,87.111,270.157,108.81,61.258,151.358,151.358
Wnt10b,5.314,0.337,0.073,0.036,0.186,0,0,0.168,0.168
Wnt1,0,0,0,0,0,0,0,0,0
Ddn,0.158,0,0.077,0.042,0.333,0.121,0.079,0.02,0.02
Prkag1,75.455,73.062,33.809,57.873,168.236,140.092,108.149,144.177,144.177
Kmt2d,37.903,9.82,3.676,6.739,304.935,15.479,2.41,29.605,29.605
Rhebl1,7.195,9.663,5.934,72.654,15.724,19.004,16.048,3.826,3.826
Dhh,0.25,0.024,0,0.1,0.701,0,0.872,0,0
Lmbr1l,18.978,48.146,20.627,17.633,156.138,39.838,3.811,21.036,21.036
Tuba1b,94.233,42.398,23.013,1113.126,144.94,430.576,198.827,679.891,679.891
Tuba1a,573.597,57.375,35.343,370.793,87.829,173.012,55.243,97.763,97.763
4930578M01Rik,0,0.955,0.09,0,0.457,0.997,1.626,0.083,0.083
Tuba1c,112.539,5.783,4.675,377.548,47.19,123.457,112.335,106.314,106.314
Prph,0.079,0,0,4.03,0,1.939,0.158,0,0
Troap,17.626,0.076,0.018,29.117,37.329,19.149,15.228,11.165,11.165
Mir6960,0,0,0,1.297,6.797,0,0,0,0
C1ql4,0,0,0,0.883,0.578,0,0,0,0
Dnajc22,0,0,0.112,3.95,0,0.309,0,0,0
Spats2,47.01,0,0.179,90.72,33.849,8.346,0.43,1.346,1.346
Kcnh3,0,0.935,0.548,2.363,57.053,0,0.082,1.358,1.358
Mcrs1,11.89,26.91,11.739,118.419,27.701,37.98,14.008,63.249,63.249
1700120C14Rik,0.763,3.72,0.527,0.408,3.206,1.165,0.76,0,0
Fam186b,0.232,2.5,0.308,0.074,0,0,0,0,0
Prpf40b,11.473,6.105,0.958,14.124,8.663,9.3,6.816,0.829,0.829
Fmnl3,52.342,25.628,6.66,16.741,73.167,28.294,22.41,40.965,40.965
Tmbim6,341.146,143.51,74.058,198.808,298.817,316.86,507.379,328.806,328.806
Nckap5l,26.057,5.424,2.418,10.757,66.63,6.704,0.486,10.239,10.239
Bcdin3d,7.216,9.222,4.118,12.449,27.404,11.735,25.294,10.012,10.012
Faim2,0.032,0.037,0,0.508,0,0,0,0,0
Aqp2,0,0,0,0,0,0,0,0,0
Aqp5,0.477,0.074,0,1.734,0.267,0,0,0,0
Aqp6,0,0,0,0.384,0,0,0,0,0
Racgap1,92.524,5.538,28.18,127.481,200.085,98.361,91.416,107.014,107.014
Asic1,2.261,1.02,0.422,7.253,3.538,0.628,0.351,1.025,1.025
Smarcd1,33.452,10.584,4.721,213.623,102.576,18.922,20.018,38.814,38.814
Gpd1,0.691,0.249,0.176,0.454,6.998,0.974,0.212,0,0
Cox14,57.495,21.562,14.593,40.814,209.903,105.652,381.418,106.945,106.945
Cers5,132.403,41.077,22.991,43.688,79.835,82.527,140.865,94.774,94.774
Lima1,356.057,0.039,0.009,71.407,0.28,0.102,0.665,0.118,0.118
1700030F18Rik,0,0,0,0,0,0,0,0,0
Larp4,47.359,12.246,6.055,94.8,23.476,24.921,2.885,33.914,33.914
2310068J16Rik,1.452,1.03,0.401,0.071,4.069,0,0.526,0.134,0.134
Dip2b,21.334,14.264,7.026,16.166,40.673,12.568,10.121,17.41,17.41
Mir3473a,1.248,0.244,0,0.334,5.249,3.814,0,0,0
Atf1,44.843,7.338,2.388,94.329,69.434,65.984,26.847,82.725,82.725
Tmprss12,0,0,0,0.293,0,0,0,0,0
Mettl7a1,4.007,2.729,0.89,8.025,12.992,2.88,4.229,10.256,10.256
Mettl7a3,0,0,0,0.055,0,0,0,0,0
Methig1,0,0,0,0,0.858,0,0,0.052,0.052
Mettl7a2,0,0,0,0.133,0,0,0,0,0
Higd1c,0,0,0,0,0,0,0,0,0
Slc11a2,25.754,7.347,7.381,20.287,30.169,15.561,15.44,14.067,14.067
Gm5475,0.255,0,0.053,0,0.179,0,0,0,0
Letmd1,23.919,19.253,10.307,3.037,82.318,22.258,32.822,34.393,34.393
Csrnp2,14.664,5.975,3.112,10.028,25.727,2.629,1.072,1.832,1.832
Tfcp2,10.8,4.74,3.035,8.771,10.3,3.56,0.715,4.127,4.127
Pou6f1,7.662,5.32,1.596,1.158,203.938,0.509,0.609,2.641,2.641
C330013E15Rik,1.516,1.644,1.304,0.811,0.945,2.059,3.023,0.938,0.938
Dazap2,141.761,55.773,45.115,84.278,317.925,305.13,291.213,405.972,405.972
Smagp,0.404,1.066,0.168,46.883,3.118,0.618,0,0.102,0.102
Bin2,0.748,158.18,107.944,13.159,194.116,131.392,316.11,238.707,238.707
Mir6961,0,1.724,0,0,0,0,0,0,0
Cela1,0.401,0,0.518,2.933,0.375,25.746,80.001,0.203,0.203
Galnt6,0.077,92.707,40.846,3.442,29.253,95.82,83.077,52.885,52.885
I730030J21Rik,0,10.274,8.766,0,7.335,17.402,68.747,7.399,7.399
Slc4a8,1.48,0.842,0.173,3.119,0.07,4.216,2.001,2.736,2.736
Scn8a,0.026,0.025,0,0.768,0.073,0,0,0,0
Fignl2,0.879,0,0,3.14,0.296,0,0,0,0
Ankrd33,0.102,0,0,0,0,0,0,0,0
Acvrl1,9.49,21.4,2.569,1.065,0.328,15.392,7.007,3.517,3.517
Acvr1b,12.911,16.914,6.976,20.568,41.503,11.448,0,21.311,21.311
Mir6962,0,0,0,0,0,0,0,0,0
A330009N23Rik,0.5,0,0.23,0.445,1.634,0.254,0.166,0.464,0.464
AU021063,0,0,0,0,0,0,0,0,0
Grasp,19.097,1.347,1.279,14.259,19.147,4.04,1.611,6.541,6.541
Nr4a1,178.821,10.517,3.733,24.123,19.259,10.953,9.649,8.918,8.918
Atg101,32.593,22.532,15.128,108.697,165.521,70.187,72.415,34.87,34.87
6030408B16Rik,0,0.088,0.104,0.04,0.422,0,0,0.038,0.038
Krt80,8.256,0,0,0.268,0,0,0,0.084,0.084
Mir1941,0,0,0,0,0,0,0,0,0
Krt7,25.557,0,0,3.043,0,0,0.186,0,0
Krt85,0,0,0,0,0,0,0.291,0.037,0.037
Krt83,0.081,0,0,0,0,0,0,0.082,0.082
1700011A15Rik,0.164,0,0,0,0,0,0,0,0
Krt81,0,0,0,0,0,0,0,0.202,0.202
Krt86,0,0,0,0,0,0,0,0,0
5430421N21Rik,0,0,0,0,0,0.515,0.168,0.383,0.383
Gm6042,0,0,0,0,0,0,0,0,0
Krt84,0,0,0,0,0,0,0,0,0
Krt82,0,0,0,0,0,0,0,0,0
4732456N10Rik,0,0,0,0.062,0,0,0,0,0
Krt75,0,0,0,0,0,0,0.09,0,0
Gm5476,0,0,0,0,0,0,0,0,0
Gm5477,0,0,0,0,0,0,0,0,0
Gm5414,0,0,0,0,0,0,0,0,0
Gm5478,0,0,0,0,0,0,0,0,0
Krt6b,0,0,0,0,0,0,1.846,0,0
Krt6a,0,0,0,0,0,0,0,0,0
Krt5,0,0,0,0.108,0,0,0,0,0
Krt71,0,0,0,0.291,0,0,0,0,0
Krt74,0,0,0,0.05,0,0,0.186,0,0
Krt72,0,0,0,0,0,0,0,0,0
Krt73,0,0,0,0.037,0,0,0,0,0
Krt2,0,0,0,0,0.159,0,0,0,0
Krt1,0,0,0,0.097,0,0,0,0,0
Krt77,0,0,0,0,0,0,0,0,0
Krt76,0,0,0,0,0,0,0,0,0
Krt4,0,0,0,0,0.194,0,0,0,0
Krt79,0.141,0,0,0.453,0,0,0,0,0
Krt78,0,0,0,0.046,0,0,0,0,0
Krt8,18.44,0.032,0,30.899,0,0,0,0,0
Krt18,42.372,0.041,0,47.749,0.592,6.134,15.8,0.053,0.053
Eif4b,327.799,172.119,93.908,601.174,361.389,312.663,180.987,513.374,513.374
Tns2,35.262,0.478,0.174,5.748,1.586,0.48,0.815,0.461,0.461
Spryd3,70.354,21.276,9.179,15.582,29.095,30.973,4.841,26.138,26.138
Igfbp6,92.386,0.045,0.032,0.614,0.322,2.104,0,2.729,2.729
Soat2,0.905,0,0.077,2.121,0.975,37.418,9.156,3.239,3.239
Csad,9.013,4.002,2.131,14.809,22.883,8.182,4.427,7.667,7.667
Zfp740,34.282,58.721,23.134,119.1,227.112,63.078,40.954,59.025,59.025
Itgb7,1.881,478.463,256.857,23.254,24.81,234.277,262.84,764.72,764.72
Rarg,64.282,6.914,7.303,138.811,0.244,6.117,0.347,15.811,15.811
Mfsd5,85.77,14.981,6.925,82.608,43.083,55.007,101.247,56.031,56.031
Espl1,23.83,0.052,0.049,91.198,59.789,24.27,17.839,13.717,13.717
Pfdn5,140.514,186.072,138.549,224.031,264.199,349.325,609.448,626.852,626.852
Myg1,44.41,24.243,7.715,91.574,88.873,72.123,69.796,63.161,63.161
Aaas,91.561,15.166,7.476,151.557,76.034,89.104,241.991,50.863,50.863
Sp7,0.972,0,0,0.208,0,0,0,0,0
Sp1,52.717,34.533,13.647,75.215,116.682,27.635,15.543,56.718,56.718
Amhr2,0.076,0.178,0.063,4.226,1.278,0.929,0.151,0,0
Prr13,197.162,8.926,2.263,25.877,17.881,472.584,695.704,185.332,185.332
Pcbp2,319.492,20.669,14.228,647.502,593.461,278.413,346.448,419.531,419.531
Map3k12,8.911,2.559,1.117,5.352,18.527,8.176,5.709,4.414,4.414
Tarbp2,11.653,17.676,8.019,93.696,18.068,77.772,64.754,15.598,15.598
Npff,2.067,2.132,1.184,0.474,20.277,2.255,2.06,0.523,0.523
Atf7,26.367,2.852,1.17,4.433,48.729,6.443,4.942,15.997,15.997
Atp5g2,0.229,11.244,9.544,318.768,2.563,64.969,2.279,380.619,380.619
Mir688,0,0,0,0,0,0,0,0,0
Calcoco1,23.887,12.104,6.951,34.065,125.539,12.644,1.88,42.674,42.674
Gm38436,0,0,0,0,0,0,0,0,0
Hoxc13,2.189,0,0,1.561,0,0,0,0,0
Hoxc12,0.877,0,0,0.094,0,0,0,0,0
Hotair,0.067,0,0,0.036,0,0,0,0,0
Hoxc11,2.91,0,0,0,0,0,0,0,0
Hoxc10,15.079,0,0,0.331,0,0,0,0,0
Mir196a-2,0,0,0,0,0,0,0,0,0
Hoxc9,14.63,0,0.143,0.184,0,0.263,0,0.261,0.261
Hoxc8,47.021,0,0,0.301,0,0,0,0,0
Hoxc6,40.979,0,0,0.398,0,0,0,0,0
Hoxc5,11.434,0,0,0.145,0.152,0,0,0,0
Mir615,1.608,0,0,0,0,0,0,0,0
Hoxc4,15.368,0,0,0.16,0,0,0,0,0
D930007P13Rik,0,0.087,0,0.06,0.313,0,0,0,0
Smug1,11.553,5.772,2.616,9.311,12.631,4.882,5.064,5.804,5.804
Cbx5,125.181,11.488,4.701,100.645,150.151,59.253,27.045,46.314,46.314
Hnrnpa1,25.669,10.097,7.432,36.052,72.894,84,9.831,4.272,4.272
Gm10052,0,0,0,0,0,0,0,0,0
Gm5643,0.128,0.1,0.024,0.776,1.674,0.13,0,1.295,1.295
Nfe2,0.424,0.806,0.161,0.368,2.821,1.78,0,0.375,0.375
Copz1,148.465,43.407,23.544,262.103,226.51,152.383,331.449,166.166,166.166
Mir148b,0,0.595,0,0,0,0,0,0,0
Gpr84,1.049,0.112,0,0,0.535,0,0.38,0,0
Zfp385a,55.531,0,0.071,19.199,16.108,4.932,1.545,0.392,0.392
Itga5,1216.077,0.859,0.646,43.55,24.022,4.658,2.431,6.462,6.462
Mir6963,6.251,0,0,0,11.68,0,0,0,0
Gtsf1,0,0,0,5.15,0,0,1.225,0,0
BC048502,0,0,0,0.109,0,0,0,0,0
Nckap1l,1.411,110.212,41.008,6.44,274.877,103.008,98.104,192.833,192.833
Pde1b,5.607,11.463,3.792,10.722,47.039,11.217,13.19,2.205,2.205
Ppp1r1a,5.712,0.089,0.221,16.311,0.64,0,0.683,0.058,0.058
Glycam1,0,0,0,0,0,0,0,0,0
Mucl1,0,0,0,0,0,0,0,0,0
Spt1,0.464,0,0,0,0,0,0,0,0
Olfr161,0,0,0,0,0,0,0,0,0
Mefv,0,0,0.012,0,0,0.138,0.27,0,0
Zfp263,22.359,33.784,16.562,17.033,69.577,36.667,15.193,29.437,29.437
Olfr15,0,0.061,0,0,0,0,0,0,0
Zfp174,1.17,1.185,0.213,0.373,2.791,0.609,0.745,0.252,0.252
Zfp597,6.254,10.953,5.499,3.963,18.339,6.663,3.615,4.786,4.786
Naa60,39.774,25.166,7.488,32.199,91.82,38.582,162.124,80.469,80.469
1700037C18Rik,3.102,2.316,2.013,1.731,8.694,2.06,12.367,3.753,3.753
Cluap1,12.243,21.683,10.487,19.989,77.21,31.172,78.218,37.684,37.684
Nlrc3,1.777,34.841,25.259,0.058,62.298,20.827,2.747,34.564,34.564
